osm_id,name,type,x,y
412536466,,parking,8.6772643000,47.2622807000
412536561,,parking,8.6781332000,47.2594917000
412536565,,parking,8.6796962000,47.2588577000
412760209,,parking,8.7065653000,47.4919010000
415887933,Bolero,nightclub,8.7223414000,47.4982416000
416001895,,post_office,8.5590414000,47.4241610000
416080684,Drei K̦nige,hotel,8.7060105000,47.2088734000
419315056,,parking,8.7118275000,47.2654280000
419866101,Octavio,parking,8.5362156000,47.4135378000
419866104,Parkside,parking,8.5394878000,47.4123870000
419866106,Center Eleven,parking,8.5402673000,47.4126760000
419866127,Accu,parking,8.5400659000,47.4150023000
420355498,,parking,8.5364842000,47.3123986000
420355522,,parking,8.5351240000,47.3128574000
420418484,,parking,8.4225016000,47.2598149000
420535781,,parking,8.4571662000,47.2846010000
420535782,,parking,8.4568820000,47.2840874000
420535783,Bezirksspital Affoltern,hospital,8.4564199000,47.2846229000
420726361,,post_office,8.7051947000,47.5454678000
420850650,8134 Adliswil 2 Sood,post_office,8.5216730000,47.3199232000
422080672,,parking,8.5515516000,47.3174552000
423795766,Dynamo,nightclub,8.5393867000,47.3833064000
428304303,Continental,hotel,8.5425868000,47.3810447000
428904052,,post_office,8.5248595000,47.3127696000
430058679,Post Kollbrunn,post_office,8.7744780000,47.4581685000
430385602,,parking,8.6757908000,47.2591221000
431747994,Provisorium Dietikon 1,post_office,8.4041787000,47.4067953000
432622428,,parking,8.5253959000,47.3131115000
432622468,,parking,8.5268389000,47.3129223000
432625740,,parking,8.5251009000,47.3119039000
432629020,,parking,8.5243445000,47.3131697000
432652397,Weiningen,post_office,8.4349239000,47.4201249000
432809553,Escher Wyss,nightclub,8.5212561000,47.3899382000
433923964,Stahlwerk,nightclub,8.5212385000,47.3158247000
434325208,,parking,8.4706112000,47.4372261000
435503698,,parking,8.5340755000,47.3088196000
435520392,,parking,8.5255247000,47.3035453000
436598829,,parking,8.5542269000,47.4979996000
437464384,,parking,8.5701053000,47.5152791000
437464401,,parking,8.5652618000,47.5001722000
